ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20200005562,3/7/2020,9:00:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,652799,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Other,60-64,Serious injury,Bicyclists
T20200005576,2/4/2020,18:00:00,1,Collision with vehicle,2,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,636191,2,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,18-21,Other injury,Bicyclists
T20200005627,3/7/2020,11:45:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,662633,2,0,1,0,1,2,2,5,Not at intersection,2,60,Uknown,50-59,Serious injury,Bicyclists
T20200005630,3/8/2020,11:00:00,1,Collision with vehicle,0,Sunday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,1061,2,0,0,1,1,2,2,5,Not at intersection,3,50,Arterial Highway,13-15,Other injury,Bicyclists
T20200005633,3/6/2020,15:20:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,643497,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,13-15,Other injury,Bicyclists
T20200005676,3/8/2020,21:30:00,2,Struck Pedestrian,1,Sunday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,5,642373,1,0,1,1,0,2,1,5,Not at intersection,2,60,Local Road,30-39,Other injury,Bicyclists
T20200005685,3/8/2020,15:30:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,52826,2,0,0,1,2,3,1,2,T intersection,3,50,Local Road,60-64,Other injury,Bicyclists
T20200005697,3/6/2020,10:50:00,1,Collision with vehicle,5,Friday,137,LEFT TURN SIDESWIPE,1,29405,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20200005724,2/14/2020,8:19:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,1,663224,2,0,1,0,1,2,1,5,Not at intersection,2,40,Arterial Other,40-49,Serious injury,Bicyclists
T20200005735,3/9/2020,18:08:00,1,Collision with vehicle,1,Monday,137,LEFT TURN SIDESWIPE,1,57536,2,0,0,1,1,2,1,1,Cross intersection,3,999,Arterial Highway,13-15,Other injury,Bicyclists
T20200005748,3/10/2020,7:17:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,653607,2,0,1,1,0,2,1,5,Not at intersection,2,40,Arterial Other,40-49,Serious injury,Bicyclists
T20200005757,3/10/2020,7:33:00,1,Collision with vehicle,3,Tuesday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,2,636549,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,50-59,Serious injury,Bicyclists
T20200005788,3/10/2020,7:40:00,8,No collision and no object struck,3,Tuesday,170,OFF CARRIAGEWAY TO LEFT,1,637173,2,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other,70+,Other injury,Bicyclists
T20200005858,3/11/2020,8:30:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,38903,2,0,0,1,1,2,1,2,T intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20200005862,3/11/2020,8:15:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,636875,2,0,1,0,2,3,1,2,T intersection,2,40,Arterial Other,40-49,Serious injury,Bicyclists
T20200005866,3/11/2020,9:50:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,653256,2,0,1,0,1,2,1,2,T intersection,2,100,Local Road,40-49,Serious injury,Bicyclists
T20200005867,3/11/2020,8:50:00,1,Collision with vehicle,4,Wednesday,140,U TURN,1,660478,2,1,0,0,1,2,1,5,Not at intersection,1,70,Arterial Highway,65-69,Fatality,Bicyclists
T20200005872,11/23/2019,12:00:00,8,No collision and no object struck,6,Saturday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,1,637800,2,0,0,1,1,2,2,5,Not at intersection,3,60,Uknown,50-59,Other injury,Bicyclists
T20200005874,3/11/2020,10:00:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,36043,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,22-25,Other injury,Bicyclists
T20200005916,3/11/2020,15:14:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,223952,2,1,0,2,0,3,1,1,Cross intersection,1,80,Arterial Highway,13-15,Fatality,Bicyclists
T20200005937,3/11/2020,23:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),5,637802,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Other,30-39,Serious injury,Bicyclists
T20200005964,3/10/2020,13:00:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,652463,2,0,0,2,0,2,2,5,Not at intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20200005973,3/12/2020,11:40:00,1,Collision with vehicle,4,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),1,71185,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20200006007,3/12/2020,9:40:00,1,Collision with vehicle,5,Thursday,143,ENTERING PARKING,1,652960,2,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other,26-29,Other injury,Bicyclists
T20200006063,3/13/2020,6:35:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),6,637805,2,0,1,0,2,3,1,1,Cross intersection,2,80,Local Road,50-59,Serious injury,Bicyclists
T20200006095,3/13/2020,9:15:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,52046,2,0,0,1,0,1,2,2,T intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200006117,3/13/2020,13:45:00,1,Collision with vehicle,5,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,729191,2,0,0,1,1,2,2,2,T intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20200006123,12/17/2019,17:00:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,374,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20200006156,3/10/2020,16:00:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,63036,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Other,50-59,Other injury,Bicyclists
T20200006176,3/13/2020,15:50:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,47967,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20200006183,3/13/2020,8:05:00,1,Collision with vehicle,5,Friday,122,LEFT THROUGH,1,343894,2,0,0,1,1,2,2,1,Cross intersection,3,60,Freeway,45424,Other injury,Bicyclists
T20200006187,3/14/2020,16:15:00,1,Collision with vehicle,6,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,323937,2,0,0,1,2,3,1,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20200006227,3/14/2020,19:03:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,652425,2,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,18-21,Serious injury,Bicyclists
T20200006231,3/15/2020,10:35:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,230257,2,0,1,0,3,4,1,2,T intersection,2,50,Local Road,50-59,Serious injury,Bicyclists
T20200006233,3/15/2020,9:30:00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,640648,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20200006268,3/10/2020,16:45:00,1,Collision with vehicle,2,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,639090,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20200006277,3/16/2020,9:15:00,1,Collision with vehicle,2,Monday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,254,2,0,1,0,1,2,1,2,T intersection,2,999,Local Road,26-29,Serious injury,Bicyclists
T20200006312,3/12/2020,22:00:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,654551,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20200006321,3/15/2020,22:30:00,1,Collision with vehicle,0,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,77368,2,0,0,1,2,3,2,5,Not at intersection,3,40,Arterial Other,22-25,Other injury,Bicyclists
T20200006325,3/16/2020,17:25:00,1,Collision with vehicle,1,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,652228,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200006334,2/17/2020,17:05:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29361,2,0,1,0,0,1,2,1,Cross intersection,2,40,Local Road,50-59,Serious injury,Bicyclists
T20200006339,3/15/2020,8:15:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,29643,2,0,1,0,1,2,2,1,Cross intersection,2,50,Arterial Other,30-39,Serious injury,Bicyclists
T20200006340,3/16/2020,19:12:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,69381,2,0,1,0,1,2,1,2,T intersection,2,50,Arterial Other,18-21,Serious injury,Bicyclists
T20200006356,3/17/2020,5:20:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,653000,2,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,40-49,Serious injury,Bicyclists
T20200006363,3/17/2020,7:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,60103,2,0,1,0,1,2,1,2,T intersection,2,80,Uknown,50-59,Serious injury,Bicyclists
T20200006372,3/17/2020,9:00:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,35408,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20200006373,3/17/2020,8:50:00,8,No collision and no object struck,3,Tuesday,170,OFF CARRIAGEWAY TO LEFT,1,663047,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20200006375,3/17/2020,9:51:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,45536,2,0,0,2,1,3,1,2,T intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20200006376,3/17/2020,8:58:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,651877,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,45424,Other injury,Bicyclists
T20200006417,3/16/2020,15:00:00,1,Collision with vehicle,1,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,9,651972,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,22-25,Other injury,Bicyclists
T20200006419,3/17/2020,14:26:00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,646530,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Highway,70+,Serious injury,Bicyclists
T20200006421,3/17/2020,8:50:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,651963,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,16-17,Other injury,Bicyclists
T20200006471,2/14/2020,14:30:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36044,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20200006480,3/18/2020,8:40:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,35416,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20200006492,3/18/2020,5:07:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,3,45501,2,1,0,0,1,2,1,2,T intersection,1,60,Arterial Other,30-39,Fatality,Bicyclists
T20200006515,3/18/2020,16:55:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,652464,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20200006516,3/18/2020,13:41:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,657121,2,1,0,0,1,2,1,5,Not at intersection,1,60,Arterial Other,22-25,Fatality,Bicyclists
T20200006547,3/3/2020,17:10:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,9,662042,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20200006551,3/18/2020,18:20:00,1,Collision with vehicle,4,Wednesday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,2,44474,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,Unknown,Other injury,Bicyclists
T20200006573,3/19/2020,9:45:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50723,3,0,1,1,2,4,1,1,Cross intersection,2,50,Local Road,65-69,Serious injury,Bicyclists
T20200006618,3/19/2020,22:22:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,3,651690,2,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Highway,30-39,Other injury,Bicyclists
T20200006656,3/17/2020,18:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37467,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,22-25,Other injury,Bicyclists
T20200006659,3/20/2020,7:51:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,42313,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20200006661,3/20/2020,14:07:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,651684,2,0,0,1,1,2,1,5,Not at intersection,3,777,Local Road,45424,Other injury,Bicyclists
T20200006663,3/11/2020,20:30:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,44411,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20200006673,3/20/2020,9:30:00,5,collision with some other object,6,Friday,191,LOAD OR MISSILE STRUCK VEHICLE,1,641599,2,0,0,1,1,2,1,5,Not at intersection,3,100,Uknown,70+,Other injury,Bicyclists
T20200006686,3/20/2020,18:30:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,9,780603,2,0,0,1,2,3,2,5,Not at intersection,3,999,Local Road,Unknown,Other injury,Bicyclists
T20200006715,3/16/2020,7:50:00,1,Collision with vehicle,2,Monday,154,PULLING OUT -REAR END,1,1288,2,0,0,1,0,1,2,2,T intersection,3,999,Arterial Other,50-59,Other injury,Bicyclists
T20200006721,3/21/2020,13:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,640655,2,0,1,0,1,2,1,1,Cross intersection,2,80,Arterial Other,18-21,Serious injury,Bicyclists
T20200006777,2/17/2020,8:30:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,639698,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Highway,22-25,Other injury,Bicyclists
T20200006780,3/22/2020,10:55:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,69267,2,0,0,1,3,4,1,1,Cross intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20200006794,3/22/2020,12:50:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,56250,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,60-64,Other injury,Bicyclists
T20200006846,3/23/2020,12:31:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,646834,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,18-21,Serious injury,Bicyclists
T20200006897,3/24/2020,9:20:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52076,2,0,0,1,1,2,1,1,Cross intersection,3,60,Uknown,70+,Other injury,Bicyclists
T20200006917,3/24/2020,16:47:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,37827,3,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20200006932,3/19/2020,6:15:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,651685,2,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,18-21,Other injury,Bicyclists
T20200006962,3/8/2020,21:15:00,1,Collision with vehicle,0,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),9,640664,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20200006998,3/26/2020,6:00:00,1,Collision with vehicle,5,Thursday,122,LEFT THROUGH,3,640991,2,0,0,1,1,2,1,2,T intersection,3,50,Uknown,50-59,Other injury,Bicyclists
T20200007019,3/26/2020,11:50:00,1,Collision with vehicle,4,Thursday,142,LEAVING PARKING,1,643504,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,70+,Other injury,Bicyclists
T20200007027,3/26/2020,14:30:00,1,Collision with vehicle,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,641600,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20200007028,3/26/2020,17:15:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,650732,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,45424,Other injury,Bicyclists
T20200007047,3/26/2020,17:30:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,36155,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20200007073,3/27/2020,11:40:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,641307,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,45424,Other injury,Bicyclists
T20200007114,3/27/2020,6:15:00,1,Collision with vehicle,5,Friday,124,RIGHT/RIGHT BOTH VEHs FROM OPPOSITE DIRECTIONS TURNING RIGHT,1,37016,2,0,0,2,0,2,1,1,Cross intersection,3,60,Local Road,40-49,Other injury,Bicyclists
T20200007158,3/28/2020,17:23:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,655782,1,0,1,0,0,1,1,5,Not at intersection,2,50,Arterial Highway,18-21,Serious injury,Not Known
T20200007168,3/28/2020,22:22:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,651076,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20200007182,3/28/2020,11:15:00,8,No collision and no object struck,7,Saturday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,9,642218,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,50-59,Other injury,Bicyclists
T20200007189,3/29/2020,10:40:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29785,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20200007218,3/29/2020,19:15:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,61757,1,0,1,0,0,1,1,2,T intersection,2,40,Local Road,40-49,Serious injury,Bicyclists
T20200007239,3/30/2020,9:58:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,651079,2,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Highway,50-59,Other injury,Bicyclists
T20200007255,3/22/2020,12:30:00,1,Collision with vehicle,0,Sunday,159,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,1,642530,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,70+,Other injury,Bicyclists
T20200007258,3/30/2020,15:50:00,1,Collision with vehicle,2,Monday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,29595,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,70+,Serious injury,Bicyclists
T20200007297,3/31/2020,10:04:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,38779,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,70+,Serious injury,Bicyclists
T20200007324,3/31/2020,17:20:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,48021,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20200007326,3/31/2020,17:53:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,37823,2,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,18-21,Other injury,Bicyclists
T20200007332,3/31/2020,16:45:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,38552,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,16-17,Serious injury,Bicyclists
T20200007345,2/13/2020,19:00:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT,2,65565,2,0,0,1,0,1,2,2,T intersection,3,40,Uknown,50-59,Other injury,Bicyclists
T20200007360,2/25/2020,16:40:00,1,Collision with vehicle,2,Tuesday,153,CUTTING IN (OVERTAKING),1,41133,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200007362,4/1/2020,9:30:00,8,No collision and no object struck,3,Wednesday,170,OFF CARRIAGEWAY TO LEFT,1,30537,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,65-69,Other injury,Bicyclists
T20200007375,4/1/2020,8:10:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,645117,2,0,0,1,1,2,2,5,Not at intersection,3,80,Uknown,60-64,Other injury,Bicyclists
T20200007414,2/24/2020,9:05:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,644125,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20200007468,2/6/2020,10:45:00,1,Collision with vehicle,4,Thursday,137,LEFT TURN SIDESWIPE,1,664840,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20200007606,4/6/2020,9:00:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41179,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,60-64,Other injury,Bicyclists
T20200007609,4/4/2020,8:30:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,645376,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20200007619,4/4/2020,16:30:00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,673301,2,0,0,1,0,1,2,2,T intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20200007678,4/8/2020,6:20:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,35666,2,0,1,0,1,2,1,2,T intersection,2,60,Uknown,50-59,Serious injury,Bicyclists
T20200007735,4/7/2020,18:45:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,645666,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20200007771,4/9/2020,17:47:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,57105,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20200007804,4/10/2020,9:09:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43435,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,60-64,Serious injury,Bicyclists
T20200007833,4/11/2020,10:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,648383,1,0,1,0,0,1,1,5,Not at intersection,2,999,Arterial Other,50-59,Serious injury,Bicyclists
T20200007840,4/8/2020,15:15:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19424,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,22-25,Other injury,Bicyclists
